year,title,artist,lyrics,rank
2023,Unholy,Sam Smith & Kim Petras,"[Intro: Sam Smith & Kim Petras]
Mummy don't know Daddy's getting hot
At the Body Shop
Doing something unholy
He like it, like it, yeah (Ooh)
He like it, like it, yeah (Yeah, yeah)
He like it, like it, yeah (Uh)
He like it, like it, yeah

[Verse 1: Sam Smith]
A lucky, lucky girl
She got married to a boy like you
She'd kick you out if she ever, ever knew
'Bout all the **** you tell me that you do
Dirty, dirty boy
You know everyone is talkin' on the scene
I hear them whisperin' 'bout the places that you've been
And how you don't know how to keep your business clean

[Chorus: Sam Smith & Kim Petras]
Mummy don't know Daddy's getting hot
At the Body Shop
Doin' something unholy
He's sat back while she's droppin' it
She be poppin' it
Yeah, she put it down slowly
Oh-ee-oh-ee-oh, he left his kids at
Ho-ee-oh-ee-ome so he can get that
Mummy don't know Daddy's getting hot
At the Body Shop
Doin' something unholy (Woo)
You might also like[Verse 2: Kim Petras]
Mm, daddy, daddy, if you want it, drop the addy (Yeah, yeah)
Give me love, give me Fendi, my Balenciaga daddy
You gon' need to bag it up 'cause I'm spendin' on Rodeo (Woo)
You can watch me back it up, I'll be gone in the A.M. (Yeah)
And he, he get me Prada, get me Miu Miu like Rihanna (Ah)
He always call me 'cause I never cause no drama (Drama)
And when you want it, baby, I know I got you covered (Yeah, yeah)
And when you need it, baby, just jump under the covers (Yeah)

[Chorus: Sam Smith, Kim Petras & Both]
Mummy don't know Daddy's getting hot (Hot)
At the Body Shop (Shop)
Doin' something unholy
He's sat back while she's droppin' it (She)
She be poppin' it (She)
Yeah, she put it down slowly
Oh-ee-oh-ee-oh, he left his kids at
Ho-ee-oh-ee-ome so he can get that
Mummy don't know Daddy's getting hot (Unholy)
At the Body Shop (Ah)
Doin' something unholy (Unholy)

[Outro: Sam Smith & Kim Petras]
Oh-oh, oh-ee-oh-ee, ee-oh (Unholy)
Oh-oh, oh-ee-oh-ee, ee-oh (Unholy)
Oh-oh, oh-ee-oh-ee, ee-oh (Yeah, yeah)
Oh-oh, oh-ee-oh-ee, ee-oh46Embed",47
2023,Religiously,Bailey Zimmerman,"[Verse 1]
I went lookin' at pictures I didn't wanna see
They brought back memories
You look happy, I guess, got the life that you wanted
But it ain't with me
You would think by now that I wouldn't care
It's been a couple years and, yeah, I've had my share
Of other broken-up hearts, but I only shed real tears over ours

[Chorus]
And now I'm in this cold bright light
And this don't even feel like life
'Cause I don't have the only woman who believed in me
Religiously
And now I'm in the back of the church
Prayin' just to stop the hurt
'Cause I don't have the only woman who was there for me
Religiously

[Verse 2]
Remember watchin' you play me our song on guitar
I thought I'd marry you
Act like I'm happier now, but all of my friends know
That ain't the truth
And lately life's been good to me
Mama's healthy and I'm helpin' out the whole family
Lotta people know my name, I made a little change
But that don't mean nothin'
See Bailey Zimmerman LiveGet tickets as low as $80You might also like[Chorus]
'Cause now I'm in this cold bright light
And this don't even feel like life
'Cause I don't have the only woman who believed in me
Religiously
And now I'm in the back of the church
Prayin' hard just to stop the hurt
'Cause I don't have the only woman who was there for me
Religiously

[Bridge]
You brought me to God and I put you through hell
You were all about us, I was all about myself
What kind of man would lose a woman like that?
If my soul could be forgiven, I would give it all back

[Chorus]
Now I'm in this cold bright light
And this don't even feel like life
'Cause I don't have the only woman who believed in me
Religiously
And now I'm in the back of the church
Beggin' God just to stop the hurt
'Cause I don't have the only woman who believed in me
Religiously
[Outro]
I ain't got the only woman who was there for me
ReligiouslyEmbed",48
2023,Cruel Summer,Taylor Swift,"[Intro]
(Yeah, yeah, yeah, yeah)

[Verse 1]
Fever dream high in the quiet of the night
You know that I caught it (Oh yeah, you're right, I want it)
Bad, bad boy, shiny toy with a price
You know that I bought it (Oh yeah, you're right, I want it)

[Pre-Chorus]
Killing me slow, out the window
I'm always waiting for you to be waiting below
Devils roll the dice, angels roll their eyes
What doesn't kill me makes me want you more

[Chorus]
And it's new, the shape of your body
It's blue, the feeling I've got
And it's ooh, woah-oh
It's a cruel summer
It's cool, that's what I tell 'em
No rules in breakable heaven
But ooh, woah-oh
It's a cruel summer with you

[Verse 2]
Hang your head low in the glow of the vending machine
I'm not dying (Oh yeah, you're right, I want it)
We say that we'll just screw it up in these trying times
We're not trying (Oh yeah, you're right, I want it)
See Taylor Swift LiveGet tickets as low as $1,146You might also like[Pre-Chorus]
So cut the headlights, summer's a knife
I'm always waiting for you just to cut to the bone
Devils roll the dice, angels roll their eyes
And if I bleed, you'll be the last to know, oh

[Chorus]
It's new, the shape of your body
It's blue, the feeling I've got
And it's ooh, woah-oh
It's a cruel summer
It's cool, that's what I tell 'em
No rules in breakable heaven
But ooh, woah-oh
It's a cruel summer with you

[Bridge]
I'm drunk in the back of the car
And I cried like a baby comin' home from the bar (Oh)
Said, ""I'm fine,"" but it wasn't true
I don't wanna keep secrets just to keep you
And I snuck in through the garden gate
Every night that summer just to seal my fate (Oh)
And I scream, ""For whatever it's worth
I love you, ain't that the worst thing you ever heard?""
He looks up, grinnin' like a devil
[Chorus]
It's new, the shape of your body
It's blue, the feeling I've got
And it's ooh, woah-oh
It's a cruel summer
It's cool, that's what I tell 'em
No rules in breakable heaven
But ooh, woah-oh
It's a cruel summer with you

[Outro]
I'm drunk in the back of the car
And I cried like a baby comin' home from the bar (Oh)
Said, ""I'm fine,"" but it wasn't true
I don't wanna keep secrets just to keep you
And I snuck in through the garden gate
Every night that summer just to seal my fate (Oh)
And I scream, ""For whatever it's worth
I love you, ain't that the worst thing you ever heard?""
(Yeah, yeah, yeah, yeah)115Embed",49
2023,Just Wanna Rock,Lil Uzi Vert,"[Intro]
Ah, ah, ah, ah
Ah, ah, ah
I just wanna rock
Body-ody, yeah (Shake it down)

[Chorus]
Damn
Damn
(MC, make another hit) Woah
This ain't what you want (Project-Project X)
This ain’t what you want
This ain't what you want

[Verse]
Ha, 1600 block, I just wanna rock (Shake it down)
I just wanna, ah, ah, ah, ah, ah, ah, ah
I just wanna rock, body-ody, yeah (Shake it down)
Shawty got that body-ody, ah, ah, ah (Shake it down)
Hit it once, no ties (Shake it-shake it)
How the fuck you gon' kill my vibe? (Shake it down)
Stand on my money, don’t know my size (Shake it-shake it)
Pick them sides, and you better choose wisely (Shake it-shake it down-down)
That's my high, one, two, three, four, throw up the five  (Shake it-shake it)
That's my high
You might also like[Chorus]
Damn
Damn (One, two, three, four, throw up the five)
(MC, make another hit) Woah
This ain't what you want (Project-Project X)
This ain't what you want
This ain't what you want

[Outro]
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, shake it down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, buh (Down, down)
Buh, buh, buh, damn (Down, shake it down)
(Shake it down-down)
(Shake it-shake it down-down)
(Shake it down-down)
(Shake it-shake it down-down)
(Shake it down-down)
(Shake it-shake it down-down)
(Shake it down-down)
(Shake it-shake it-shake it)18Embed",50
2023,Daylight,David Kushner,"[Verse 1]
Telling myself I won't go there
Oh, but I know that I won't care
Tryna wash away all the blood I've spilt
This lust is a burden that we both share
Two sinners can't atone from a lone prayer
Souls tied, intertwined by pride and guilt

[Pre-Chorus]
(Ooh) There's darkness in the distance
From the way that I've been livin'
(Ooh) But I know I can't resist it
[Chorus]
Oh, I love it and I hate it at the same time
You and I drink the poison from the same vine
Oh, I love it and I hate it at the same time
Hidin' all of our sins from the daylight
From the daylight, runnin' from thе daylight
From the daylight, runnin' from the daylight
Oh, I love it and I hatе it at the same time

[Verse 2]
Tellin' myself it's the last time
Can you spare any mercy that you might find
If I'm down on my knees again?
Deep down, way down, Lord, I try
Try to follow your light, but it's nighttime
Please don't leave me in the end
You might also like[Pre-Chorus]
(Ooh) There's darkness in the distance
I'm beggin' for forgiveness
(Ooh) But I know I might resist it, oh
[Chorus]
Oh, I love it and I hate it at the same time
You and I drink the poison from the same vine
Oh, I love it and I hate it at the same time
Hidin' all of our sins from the daylight
From the daylight, runnin' from the daylight
From the daylight, runnin' from the daylight
Oh, I love it and I hate it at the same time
Oh, I love it and I hate it at the same time
You and I drink the poison from the same vine
Oh, I love it and I hate it at the same time
Hidin' all of our sins from the daylight
From the daylight, runnin' from the daylight
From the daylight, runnin' from the daylight
Oh, I love it and I hate it at the same time4Embed",51
2023,See You Again,"Tyler, The Creator Featuring Kali Uchis","[Intro: Tyler, The Creator]
Okay, okay, okay, okay, okay, okay, o-
[Verse 1: Tyler, The Creator]
You live in my dream state
Relocate my fantasy
I stay in reality
You live in my dream state
Any time I count sheep
That's the only time we make up, make up
You exist behind my eyelids, my eyelids
Now, I don't wanna wake up

[Pre-Chorus: Tyler, The Creator, with Kali Uchis]
20/20, 20/20 vision
Cupid hit me, cupid hit me with precision, eye
Wonder if you look both ways when you cross my mind
I said, I said
I'm sick of, sick of, sick of, sick of chasing
You're the one that's always running through my daydreams, I
I can only see your face when I close my eyes
So...
[Chorus: Kali Uchis & Tyler, The Creator]
Can I get a kiss?
And can you make it last forever?
I said I'm 'bout to go to war (Uh-huh)
And I don't know if I'ma see you again
Can I get a kiss? (Can I?)
And can you make it last forever? (Can you?)
I said I'm 'bout to go to war (I'm 'bout to)
And I don't know if I'ma see you again
Ugh, switch it up
See Tyler, The Creator LiveGet tickets as low as $198You might also like[Verse 2: Tyler, The Creator]
I said, okay, okay, okay, okey-dokey, my infatuation
Is translating to another form of what you call it? (Love)
Oh yeah, oh yeah, oh yeah, I ain't met you, I've been looking
Stop the waiting 'fore I stop the chasing, like an alcoholic
""You don't understand me""—what the fuck do you mean?
It's them rose-tinted cheeks, yeah, it's them dirt-colored eyes
Sugar-honey iced tea, bumblebee on the scene
Yeah, I'd give up my bakery to have a piece of your pie
Ugh!

[Pre-Chorus: Tyler, The Creator, with Kali Uchis]
20/20, 20/20 vision
Cupid hit me, cupid hit me with precision, eye
Wonder if you look both ways when you cross my mind
I said, I said
I'm sick of, sick of, sick of, sick of chasing
You're the one that's always running through my daydreams, I
I can only see your face when I close my eyes
So...
[Chorus: Kali Uchis]
Can I get a kiss? (Can I get a kiss?)
And can you make it last forever? (Make it last forever)
I said I'm 'bout to go to war ('Bout to go to war)
I don't know if I'ma see you again (See you again)
Can I get a kiss? (Can I?)
And can you make it last forever? (Can you?)
I said I'm 'bout to go to war ('Bout to)
And I don't know if I'ma see you again
[Outro: Tyler, The Creator & Kali Uchis]
Okay, okay, okay, okay, okay, okay, okay, o—
(La la, la la la la, la la)
Okay, okay, okay, okay, okay, okay, okay, o—
(La la, la la la, la la)
Okay, okay, okay, okay, okay, okay, okay, o—
(La la, la la la la, la la
La la, la la la la)
One more time?188Embed",52
2023,TQG,Karol G x Shakira,None,53
2023,Say Yes To Heaven,Lana Del Rey,"[Verse 1]
If you dance, I'll dance
And if you don't, I'll dance anyway
Give peace a chance
Let the fear you have fall away

[Pre-Chorus]
I've got my eye on you
I've got my eye on you

[Chorus]
Say yes to Heaven
Say yes to me
Say yes to Heaven
Say yes to me

[Verse 2]
If you go, I'll stay
You come back, I'll be right here
Like a barge at sea
In the storm, I stay clear

[Pre-Chorus]
'Cause I've got my mind on you
I've got my mind on you
You might also like[Chorus]
Say yes to Heaven
Say yes to me
Say yes to Heaven
Say yes to me

[Verse 3]
If you dance, I'll dance
I'll put my red dress on, get it on
And if you fight, I'll fight
It doesn't matter now, it's all gone

[Pre-Chorus]
I've got my mind on you
I got my mind on you

[Chorus]
Say yes to Heaven
Say yes to me
Say yes to Heaven
Say yes to me

[Outro]
I've got my eye on you
I've got my eye on you, mm
I've got my eye on you
I've got my eye on you31Embed",54
2023,Slut Me Out,NLE Choppa,"[Intro]
Yeah, ETB
Why you being weird to me?

[Pre-Chorus]
Ayy, rip off my shirt if you love me (Love me)
Spit in my face when you fuck me (Fuck me)
Play with my gooch while you suck me (Suck me)
Eat the dick like you was ugly
I mean, hold on, wait
Where your friend? Bring your buddy (Your buddy)
I don't think that you enoughie (Enoughie)
Her favorite thing to say is, ""Cuff me""

[Chorus]
Slut me out (Out), slut me out (Out)
Slut (Slut), slut (Slut), slut me out

[Post-Chorus]
Rip off my shirt if you love me (Sexy)
Spit in my face when you fuck me (Come sex me)
Play with my gooch while you suck me (Don't text me)
Eat the dick like you was ugly

[Verse]
Big dick energy, I give it (I give it)
Don't believe me, then come feel it (Come feel it)
Gon' put this here in your kidney, please
And hush it like some kidney beans
Suck my balls, come chickpea me
Why you being weird to me? (Weird to me)
Put your ass in my face 'til I get pink eye
Fuck you anywhere, I'm that type guy (That type guy)
At the church, on the plane, at the basketball game
I don't care, I'ma bust my nut 'til I die ('Til I die)
What position do I like? All of 'em, baby (Baby)
Put it on camera, masturbate to it later (To it later)
Ever sucked a vegan dick? Baby, come taste me
Promise that my nut taste like sugar gravy
Don't cum quick, I control my bladder (Control my bladder)
Dick real big, come climb my ladder (My ladder)
Fat coochies, little coochies, all coochies matter (They matter)
Ass real fat, I can make it get fatter (Fatter)
Wanna see a magic trick? Bend over backwards (Over backwards)
Meat to meat, wall to wall
Coochie to my balls, dawg
You might also like[Pre-Chorus]
Ayy, rip off my shirt if you love me (Love me)
Spit in my face when you fuck me (Fuck me)
Play with my gooch while you suck me (Suck me)
Eat the dick like you was ugly
I mean, hold on, wait
Where your friend? Bring your buddy (Your buddy)
I don't think that you enoughie (Enoughie)
Her favorite thing to say is, ""Cuff me""

[Chorus]
Slut me out (Out), slut me out (Out)
Slut (Slut), slut (Slut), slut me out4Embed",55
2023,El Azul,Junior H x Peso Pluma,None,56
2023,Memory Lane,Old Dominion,"[Verse 1]
If I could buy a house on Memory Lane
I'd put my money down and I'd sign my name
On that little corner lot where it don't ever rain
And we'd stay good as new like a fresh coat of paint
You'd be mine in the shine of a front porch light
Yeah, I might as well live there, baby
That's where I spend most of my time

[Chorus]
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pulling me closer, your head on my shoulder
We'd never let go and we'd never be over

[Verse 2]
If I could buy a house on Memory Lane
I wouldn't have to wonder if you miss me the same
I'd be loving you as usual, telling you you're beautiful
Oh, I'd be happily delusional

[Chorus]
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pulling me closer, your head on my shoulder
We'd never let go and we'd never be over
See Old Dominion LiveGet tickets as low as $79You might also like[Chorus]
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pulling me closer, your head on my shoulder
We'd never let go and we'd never be over

[Outro]
If I could buy a house on Memory Lane
I'd put my money down and I'd sign my name
On that little corner lot where it don't ever rain
And baby, me and you, we'd never fade, never fade
We'd never fade
Never fade, never fadeEmbed",57
2023,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano","[Letra de ""AMG""]

[Verso 1: Natanael Cano & Gabito Ballesteros]
De todo ya pasé, claro que le batallé
Lo saben dos o tres, no soy el mismo que era ayer
Mercedes AMG, Clase G-63
Lo que un día soñé, todo ya me lo compré

[Coro: Peso Pluma & Natanael Cano]
Muy bueno para las cuentas, todo apunto en la libreta
Ahí traigo la lista negra, pa'l que se pase de verga
Pura morrita bien buena, montada en mi camioneta
Los radios suenan y suenan, pero yo siempre ando alerta

[Interludio: Natanael Cano & Peso Pluma]
¡Chau!
Eah
Y bien jalados, compa Gabito
Y arriba la bandera, viejo
Con la Doble P, ¡yayay!
Así nomás, compa Nata, así nomás
Compa Gabito, ¡chau!
Pura Doble P, viejo, yay

[Verso 2: Gabito Ballesteros, Peso Pluma & Natanael Cano]
Un Jeeter pa' rolar, los baby a mí mе gustan más
Puerto de Mazatlán, divisando la ciudad
En jet particular, mе pongo en cualquier lugar
Destapando las champagne, hay billetes pa' gastar
Moviendo bien el ice, everywhere me han de mirar
Con unos tenis Nike, soy maleante y es lo que hay
You might also like[Coro: Gabito Ballesteros & Peso Pluma]
Muy bueno para las cuentas, todo apunto en mi libreta
Ahí traigo la lista negra, pa'l que se pase de verga
Pura morrita bien buena, montada en mi camioneta
Los radios suenan y suenan, pero yo siempre ando alertaEmbed",58
2023,Mathematical Disrespect,Lil Mabu,"[Verse 1]
Like, most of y'all rappers is signed to the streets
Only deal that you took was a plea
Mabu get money while he pee
Shout out my label, that's me
I own a hundred percent of my cuts
Bitch, nobody takin' a fee
3.141592653
I'm the king of NYC
I heard they send my music to police
So this is a message to NYPD
I cap in my raps, I'm an innocent tweep
Keep a teddy bear when I sleep
I'm rappin' the words, but they write it for me
Me? I'm all about keepin' the peace
I mean, at least I get paid 'cause a lot of these rappers be cappin' for free
They call me The Ock
I got the bread, she chopped but said, ""Can I bring a friend?""
Never, never, never, I guess she forgot the bev', like
Two fives don't equal a ten
Quick math, don't try it again
She shaped like a turtle or a hen
Her makeup is fucked, she don't know how to blend
Make her do Wordle
She need to have brains if she givin' out head
Call her Virgil
'Cause the way she be blowin' shit got me dead
Haha, shawty got arctan
I wanna intersect her circle
She like, ""Mabu, I like purple""
So I blew her back out and I left her on read
You might also like[Interlude]
Get it? 'Cause blue and red equals purple
So I blew her back out and I left her on read
Don't let that go over your head

[Verse 2]
One thot, two thot, three thot, four
They all put they knees on the floor
Keisha, Becky, Sophie, Zoe
Textin' me, beggin' for more
Blockin' that bitch if she callin' me bro
If you my dog, then chew on my bone (Woof, woof)
Lil Mabu the king at switchin' the flow
[Outro]
To all my competition, dig a grave, dig a grave
I invested money in myself and it paid
I can't take a break 'til Mabu is a household name2Embed",59
2023,Chanel,Becky G & Peso Pluma,"[Letra de ""Chanel""]

[Intro: Peso Pluma]
Ténganme paciencia, ¿okey?

[Verso 1: Peso Pluma & Becky G.]
Me muero por ver tus ojos al volver
Tu piel recorrer, famoso hazme de ver
Algo bien
Más que bien
No se va a poder, por más que lo intente
Te tocó perder, olvida ya el ayer
Hace un mes
También te quería ver

[Coro: Peso Pluma & Becky G.]
Tienes que entender, no queremo' reconocer
Una y otra vez comеtimos errores que
No sе arreglan ya, cuento de nunca ya acabar
Vamos a aceptar, tú por aquí, yo por allá

[Verso 2: Becky G. & Peso Pluma]
Te recordaré por siempre en mi vida, bebé
Y aunque ya lo sé, que nunca ya te podré ver
¿Y eso qué?
Pues te amo, bebé
Te llevé a Chanel, también escogió de Cartier
Y un día se me fue, pa' un día nunca ya volver
Se me fue, eh
No sé qué hacer
You might also like[Coro: Becky G. & Peso Pluma]
Tienes que entender, no queremos reconocer
Una y otra vez cometimos errores que
No se arreglan ya, cuento de nunca ya acabar
Vamos a aceptar, tú por aquí, yo por alláEmbed",60
2023,Human,Cody Johnson,"[Verse 1]
I thought by now I'd have it figured out
How not to make the easy thing so hard to do
I bet that I'd be further down this road
If I could read the signs that point me to the truth

[Verse 2]
I never planned on being nothin' but a cowboy
But somewhere I picked up this old guitar
Girl, all I can say is that I'm sorry
If I get kinda careless with your heart

[Chorus]
All the headlights, all the midnights
Chasin' all that empty, still ain't got it right
All the crazy all the gypsy
I guess all I'm sayin' is forgive me
If I don't know what I'm doin'
I'm still learnin' to be human

[Verse 3]
So far I've been good at burnin' bridges
Strike a match and ride right out of town
Bless your heart for nevеr tryin' to fix me
Or quit me or slow me down
See Cody Johnson LiveGet tickets as low as $50You might also like[Chorus]
All thе headlights, all the midnights
Chasin' all that empty, still ain't got it right
All the crazy all the gypsy
I guess all I'm sayin' is forgive me
If I don't know what I'm doin'
'Cause I'm still learnin' to be human

[Chorus]
All the highways playin' outlaw
Rollin' outta nowhere with the brakes off
All the crazy and the whiskey
Wakin' up and wonderin' what hit me
Whoa, forgive me, I really don't know what I'm doin'
'Cause I'm still learnin' to be human
Mm, still learnin' to be humanEmbed",61
2023,It Matters To Her,Scotty McCreery,"[Verse 1]
When you say I love you
Before you hang up the phone
When you buy her favorite wine
On your way home
When you kiss her in the kitchen
When you kiss her on the street
When you kiss her when she’s still asleep

[Chorus]
It matters to her
It stays on her mind
When you put her first
Every single time
When you think she don’t see
When you think she don’t care
When you think she don’t notice
What you’re doing there
Every littlе look
Every single word
Oh it matters to hеr

[Verse 2]
When you pull her in close
When she’s had a bad day
When you shut up and listen
To what she has to say
When you tell her she’s stronger
Than the storm blowing in
When you’re there when she just needs a friend
See Scotty McCreery LiveGet tickets as low as $38You might also like[Chorus]
It matters to her
It stays on her mind
When you put her first
Every single time
When you think she don’t see
When you think she don’t care
When you think she don’t notice
What you’re doing there
Every little look
Every single word
Oh it matters to her
Yeah it matters to her

[Bridge]
Oh it’s the little things that a man might miss
Oh it’s the little things that she never forgets

[Outro]
Oh It matters to her
It stays on her mind
When you put her first
Every single time
When you think she don’t see
When you think she don’t care
When you think she don’t notice
What you’re doing there
Every little look
Every single word
Make her feel like she’s the only woman in the world
It matters to her
Yeah you know it matters to her
Oh yeah, it matters to herEmbed",62
2023,"To Summer, From Cole (Audio Hug)",Summer Walker & J. Cole,"[Chorus: Summer Walker & J. Cole]
Call me when you need some
Call me when you need some
Call me when you need some love
Call me when you need some
Call me when you need some
Call me when you need some love
Call me when you need some
Call me when you need some
Call me when you need some love
Call me when you need some love
Call me when you need some love

[Verse: J. Cole]
Hey, Ms. Walker
Thank you for wantin' a verse from me
Apologies for the wait, sometimes, it's hard to-
Get the distractions up off ya
For enough time to jot your thoughts
But fuck it, this mornin' I gots to
I'm thinkin' about ya
I heard you just had you another lil' baby, congratulations
I hope you got through it with no complications
I find it amazing the way that you juggle your kids, the biz, the fame
The bitches that's hatin', they sit around waitin' for you to fall off, like the album I'm makin'
But I hope that you takin' a little time for yourself
Stealin' a moment or two to unwind
Between the hectic sounds of your precious baby cryin'
Do you clear your mind? Must be a lot goin' on
I hear it in all of your songs
Niggas been doin' you wrong
Family been doin' you wrong
On days you feelin' like you on your own
I wrote this for you to put on
Thank you for sharin' your light, your voice and writin' them beautiful poems
Session 32 bring me to tears, be gettin' choked up when I hear it
Seem like I keep cryin' off so much since a nigga had these kids
And I don't know what it is that made me so sensitive
More than I already was
But never mind that, I'm back, I'm sendin' you this little audio hug
In hopes that you smile, forgettin' the stress that piles from all the above
The more that we hurt, the harder we love
As soon as it's gone, we gotta re-up, it's just like a drug
If people knew half of the pressure, they'd know that it's hard to be her
I'm sendin' you, SZA & Ari my love
Y'all holdin' us down, y'all holdin' the crowns
You ever need somethin' from me, don't hesitate, please
Just hit me and I'll be around, I'm gone
You might also like[Chorus: Summer Walker]
Call me when you need some
Call me when you need some
Call me when you need some love
Call me when you need some
Call me when you need some
Call me when you need some love
Call me when you need some
Call me when you need some
Call me when you need some love
Call me when you need some love
Call me when you need some love1Embed",63
2023,Waffle House,Jonas Brothers,"[Intro: Jon Bellion]
(Come on)

[Verse 1: Joe Jonas, Jon Bellion]
(Hey now) We never knew how to forfeit
(Hey now) But we always knew how to talk sh—
(Hey now) Couple nights, threw gasoline on the fire (Hey)
(Hey now) We never knew how to perfect
(Hey now) But we always knew it would work

[Pre-Chorus: Joe Jonas]
'Cause if somethin' misread
Or if somethin' got said
Know before the night ends

[Chorus: Joe Jonas]
No, don't get stressed, it's gon' get figured out
Oh, deep conversation at the Wafflе House
Headstrong father and a dеtermined mother
Oh, that's why some nights we tried to kill each other
But you know it's always love

[Verse 2: Nick Jonas, Jon Bellion]
(Hey now) We never knew how to fake it
(Hey now) But we always knew how to break sh—
(Hey now) Couple nights, threw gasoline on the fire
See Jonas Brothers LiveGet tickets as low as $40You might also like[Pre-Chorus: Nick Jonas]
But if somethin' misread
Or if somethin' got said
Know before the night ends

[Chorus: Nick Jonas]
No, don't get stressed, it's gon' get figured out
Oh, deep conversations at the Waffle House
Headstrong father and a determined mother
Oh, that's why some nights we tried to kill each other
But you know it's always love

[Post-Chorus: Nick Jonas]
La-la-la (Only)
La-la-la-la (But you know it's only love)
La-la-la (Oh, baby)
La-la-la-la

[Chorus: Nick Jonas, Joe Jonas]
But you know it's always gon' get figured out
Deep conversations at the Waffle House
Headstrong father and a determined mother
Oh, that's why some nights we tried to kill each other
You know it's only love

[Post-Chorus: Nick Jonas, Joe Jonas]
La-la-la (Oh yeah)
La-la-la-la (You know it's only love)
La-la-la (Hey)
La-la-la-la (You know it's only love)
La-la-la (It's always love)
La-la-la-laEmbed",64
2023,"Angel, Pt. 1","Kodak Black, NLE Choppa, Jimin, JVKE & Muni Long",None,65
2023,Cowgirls,Morgan Wallen Featuring ERNEST,"[Verse 1: Morgan Wallen]
She'll set the field on fire just cuttin' across a pasture
She'll have you fallin' for it all and then leave right after
And she got a cold heart but she got a warm smile
Cut from the same cloth, she kinda buck wild
Little bit angel, whole lotta outlaw
She's trouble but I'll tell you right now, y'all

[Chorus: Morgan Wallen]
Long live cowgirls
Never gonna settle on down girls
Leave you in a lonely ghost town world
Where the sun don't rise, rodeo for one night
Love you like a mustang
One hand on thеm giddy-up reins
Hole in your heart with somе good aim
On a goodbye ride but it's fine 'cause it's kinda my thing
Long live cowgirls
Yeah, long live cowgirls

[Verse 2: ERNEST]
I hate that I love the way them kisses taste like whiskey
How they wake up, take on off, and not even miss me
Leave this heart broken, holdin' that smokin' gun
I guess that's just the way them wild horses run
Let 'em run
See Morgan Wallen LiveGet tickets as low as $124You might also like[Chorus: ERNEST]
Long live cowgirls
Never gonna settle on down girls
Leave you in a lonely ghost town world
Where the sun don't rise, rodeo for one night
Love you like a mustang
One hand on them giddy-up reins
Hole in your heart with some good aim
On a goodbye ride but it's fine 'cause it's kinda my thing
Long live cowgirls
Yeah, long live cowgirls

[Bridge: Morgan Wallen]
Come on, cowgirls
Don't you wanna take me away?
Lay me on down, girl
With the wild kind of lovin' you make
For God's sake

[Chorus: Morgan Wallen, Morgan Wallen & ERNEST]
Long live cowgirls
Never gonna settle on down girls
Leave you in a lonely ghost town world
Where the sun don't rise, rodeo for one night
Love you like a mustang
One hand on them giddy-up reins
Hole in your heart with some good aim
On a goodbye ride but it's fine 'cause it's kinda my thing
Long live cowgirls
Yeah, long live cowgirls
[Outro: Morgan Wallen]
Long live cowgirls
Yeah, long live cowgirlsEmbed",66
2023,ICU,Coco Jones,"[Intro]
Oh, ooh
(Welcome to the camp)
Oh, ooh
Oh, ooh
Mm, mm-mm-mm
Mm, yeah, yeah
Oh, ooh

[Verse 1]
Somethin' 'bout your hands on my body
Feels better than any man I ever had
Somethin' 'bout the way you just get me
I try and I don't 'cause I can't forget

[Pre-Chorus]
You've got a feeling
A soul that I need in my life (Yeah, yeah)
Oh, woah
And though we may grow
I don't know why we don't grow apart

[Chorus]
Maybe I-I-I-I-I, I need you
I breathe you, turnin' my heart blue
Maybe I-I-I-I-I, I need you
When I leave you, I see you
Oh-oh-oh, oh, oh-oh-oh, oh
Oh-oh-oh, oh, oh, oh, oh
You might also like[Verse 2]
First, we agreed that we better as friends
I'll delete every messagе that we send
Try to move on with somеbody less like you
I don't know how we end up in the red
Find myself readin' your comments again
And then, we end up in each other's heads
It all makes sense because

[Pre-Chorus]
You've got a feeling
A soul that I need in my life, babe
Oh, oh, oh-ooh-woah
And though we may grow
I don't know why we don't grow apart, babe
Baby

[Chorus]
Maybe I-I-I-I-I, I need you
I breathe you, turnin' my heart blue
Maybe I-I-I-I-I, I need you
When I leave you, I see you
Oh-oh-oh, oh, oh-oh-oh, oh
Oh-oh-oh, oh, oh, oh
Oh-oh-oh, oh, oh-oh-oh, oh
Oh-oh-oh, oh, oh, oh, oh
[Outro]
Maybe I just feel lost without you
Maybe I'm just pissed off without you
Baby, my life's just off without you
Maybe you're worth it all to me, baby
Maybe, maybe, just maybeEmbed",67
